51716   78.57   39.80  1116.5   60.39
51717   76.78   39.25  1206.3   64.77
51720   79.05   40.50  1161.8   69.68
51722   80.40   40.65  1044.2   73.70
51730   81.05   40.50  1012.2   67.91
51747   83.67   39.00  1099.3   57.70
51765   87.70   40.63   846.0   58.98
51777   88.17   39.03   888.3   69.65
51802   76.17   38.93  1297.5   66.20
51804   75.23   37.78  3090.9   53.30
51810   77.63   38.92  1177.6   69.60
51811   77.27   38.43  1231.2   64.93
51814   77.40   37.92  1360.4   55.27
51815   77.27   38.20  1274.7   65.08
51818   78.28   37.62  1375.4   60.50
51826   80.80   37.02  1336.5   55.53
51827   79.72   37.28  1326.0   65.37
51828   79.93   37.13  1374.6   53.47
51829   80.17   37.08  1347.9   63.70
51839   82.72   37.07  1409.3   54.13
51848   83.83   37.60  1262.8   60.11
51855   85.55   38.15  1247.5   59.80
51886   90.85   38.25  2944.8   36.70
51931   81.65   36.85  1422.0   61.50
52101   93.07   43.73  1637.6   68.67
52112   95.13   43.77   469.0   58.73
52118   94.70   43.27  1728.6   50.37
52203   93.52   42.82   737.2   67.54
52267  101.07   41.95   940.5   55.83
52313   94.67   41.53  1700.0   63.65
52323   96.88   41.58  1962.7   55.14
52343   99.92   41.93   965.6   47.50
52378  102.37   41.37   960.0   55.10
52418   94.68   40.15  1139.0   56.67
52424   95.92   40.50  1170.8   58.33
52436   97.03   40.27  1526.0   55.67
52441   98.70   40.72  1591.0   42.12
52446   99.52   40.30  1177.4   56.57
52447   98.90   40.00  1270.2   57.29
52495  104.80   40.17  1323.9   58.18
52515   94.88   39.52  2158.5   34.67
52533   98.48   39.77  1477.2   52.55
52546   99.83   39.37  1332.2   56.37
52557  100.17   39.15  1453.7   49.66
52575  102.70   39.30  1240.0   47.93
52576  101.68   39.22  1510.1   50.01
52602   93.38   38.83  2733.0   42.40
52607  105.13   38.05  1342.0   43.26
52633   98.42   38.80  3367.0   46.36
52643   99.62   38.83  2311.8   42.50
52645   99.58   38.42  3320.0   48.70
52652  100.43   38.93  1482.7   54.93
52656  100.82   38.45  2271.0   46.30
52657  100.25   38.18  2787.4   44.20
52661  101.08   38.80  1764.6   50.07
52674  101.97   38.23  1976.1   44.22
52679  102.67   37.92  1530.8   46.17
52681  103.08   38.63  1367.0   42.72
52707   93.68   36.80  2767.0   39.90
52713   95.37   37.85  3173.2   44.80
52737   97.37   37.37  2981.5   44.47
52745   99.03   37.30  3417.1   41.00
52754  100.13   37.33  3301.5   47.43
52765  101.62   37.38  2850.0   50.80
52784  102.90   37.48  2072.4   43.23
52787  102.87   37.20  3045.1   45.13
52788  103.53   37.20  2726.7   39.50
52797  104.05   37.18  1630.5   45.42
52815   95.30   36.80  2678.9   36.38
52818   94.90   36.42  2807.6   41.43
52825   96.42   36.43  2790.4   42.90
52833   98.48   36.92  2950.0   48.20
52835   97.80   36.07  2905.4   40.59
52836   98.10   36.30  3191.1   42.73
52842   99.08   36.78  3087.6   40.43
52853  100.98   36.92  3080.0   53.87
52854  100.27   36.62  3239.4   50.65
52855  101.23   36.68  2634.3   45.30
52856  100.62   36.27  2835.0   47.23
52862  101.68   36.95  2450.0   52.73
52863  101.95   36.82  2480.0   50.93
52866  101.77   36.62  2261.2   51.96
52868  101.43   36.03  2237.1   45.03
52869  101.57   36.52  2667.5   44.85
52874  102.38   36.48  1979.7   45.68
52875  102.10   36.50  2125.0   52.53
52876  102.85   36.32  1813.9   56.33
52877  102.27   36.10  2834.7   42.00
52881  103.18   36.98  2484.8   35.42
52884  103.93   36.35  1668.5   61.28
52885  103.25   36.75  2118.8   54.25
52889  103.88   36.05  1517.2   55.13
52895  104.68   36.57  1397.8   59.04
52896  104.18   36.55  1707.2   56.36
52908   93.08   35.22  4612.2   51.20
52941   99.98   35.88  3245.6   45.00
52943   99.98   35.58  3323.2   42.93
52955  100.75   35.58  3200.6   49.43
52957  100.65   35.27  3289.4   44.43
52963  102.03   35.93  2084.6   40.57
52968  101.47   35.03  3662.8   52.17
52972  102.55   35.83  1870.3   38.50
52974  102.02   35.52  2491.4   40.30
52978  102.52   35.20  2929.4   43.97
52980  103.30   35.97  1647.1   57.37
52981  103.40   35.67  2428.6   50.03
52982  103.57   35.48  1952.7   62.73
52983  104.15   35.87  1874.4   59.63
52984  103.18   35.58  1917.0   60.20
52985  103.35   35.43  2136.4   61.57
52986  103.87   35.37  1886.6   63.47
52988  103.72   35.37  2000.1   63.77
52993  105.08   35.68  2012.2   59.70
52995  104.62   35.58  1896.7   59.73
52996  105.00   35.38  2450.6   62.15
52998  104.23   35.13  2103.6   60.23
53068  111.97   43.65   964.7   64.36
53083  114.15   44.62  1181.6   71.56
53149  110.13   42.53  1225.2   59.50
53192  114.95   44.02  1126.1   75.33
53195  113.72   43.83  1111.4   72.70
53231  106.40   41.40  1509.6   65.95
53272  112.65   42.75  1101.7   64.13
53276  112.90   42.40  1150.8   61.27
53289  113.83   42.23  1322.1   70.67
53324  106.98   41.45  1648.9   55.97
53336  108.52   41.57  1288.0   66.03
53337  108.27   41.10  1022.7   63.93
53343  109.97   41.77  1612.2   69.43
53348  109.13   41.02  1078.7   59.43
53352  110.43   41.70  1376.6   62.47
53357  110.05   41.03  1360.4   61.49
53362  111.68   41.53  1490.1   61.67
53367  111.23   41.32  1602.3   69.53
53368  111.45   41.10  1595.0   59.85
53378  112.62   41.27  1747.8   69.57
53384  113.18   41.45  1423.5   63.10
53385  113.55   41.57  1385.2   59.79
53391  114.00   41.90  1482.7   65.44
53392  114.60   41.85  1422.4   74.17
53397  113.98   41.10  1376.5   65.57
53399  114.70   41.15  1393.3   62.47
53419  107.00   40.33  1055.1   56.33
53420  107.13   40.90  1056.7   54.50
53433  108.65   40.73  1020.4   57.62
53446  109.85   40.67  1067.2   64.52
53455  110.53   40.55   998.6   57.36
53457  110.03   40.40  1011.0   64.57
53463  111.68   40.82  1063.0   62.73
53464  111.15   40.68  1020.3   64.12
53466  111.70   40.80  1051.5   62.25
53467  111.18   40.27  1016.0   62.84
53469  111.80   40.38  1151.9   64.73
53472  112.57   40.87  1451.7   67.00
53475  112.52   40.52  1257.2   62.14
53478  112.45   40.00  1345.8   63.93
53480  113.07   41.03  1419.3   60.23
53481  113.22   40.80  1316.8   56.20
53483  113.87   40.88  1254.0   59.50
53484  113.15   40.45  1191.5   59.45
53486  113.77   40.37  1050.3   53.46
53487  113.33   40.10  1067.2   53.57
53488  113.58   40.03  1034.0   58.40
53490  114.05   40.43  1013.9   58.49
53491  114.40   40.68   801.0   48.43
53492  114.15   40.10   937.6   53.89
53498  115.03   40.57   629.3   50.93
53499  114.73   40.77   753.7   46.40
53502  105.75   39.78  1031.8   50.50
53505  105.38   39.08  1235.0   57.67
53512  106.82   39.68  1091.6   56.19
53513  107.42   40.75  1039.3   61.88
53517  106.33   39.27  1464.5   43.23
53518  106.37   39.00  1100.5   59.45
53519  106.77   39.22  1091.0   55.57
53522  107.85   40.05  1184.3   54.77
53529  107.98   39.10  1380.3   52.60
53533  108.73   39.85  1389.3   56.56
53543  109.98   39.83  1460.4   52.76
53545  109.73   39.57  1329.3   52.05
53547  109.03   39.10  1312.2   56.21
53553  110.87   39.67  1038.8   60.56
53562  111.67   39.92  1187.4   60.77
53564  111.15   39.38   861.5   56.35
53565  111.50   39.43  1051.7   59.91
53567  111.08   39.03   981.0   57.52
53573  112.70   40.00  1336.3   57.53
53574  112.27   39.52  1409.4   53.42
53575  112.20   39.10  1525.4   58.17
53576  112.82   39.50  1045.0   53.21
53577  112.30   39.00  1437.4   45.73
53578  112.43   39.30  1091.2   52.20
53579  112.90   39.02   859.7   47.07
53580  113.10   39.82  1044.6   49.94
53582  113.68   39.72  1092.1   57.83
53584  113.17   39.57  1000.7   55.32
53585  113.27   39.17   933.9   47.90
53588  113.53   39.03  2895.8   48.54
53590  114.27   39.75   977.8   54.51
53593  114.57   39.83   909.5   54.29
53594  114.18   39.45   938.1   48.82
53596  115.15   38.83    51.0   52.87
53599  114.67   39.35   844.1   45.50
53601  105.90   38.77  2901.0   47.40
53602  105.67   38.83  1561.4   45.90
53603  106.37   38.83  1095.0   57.00
53610  106.35   38.55  1106.5   58.82
53611  106.55   38.90  1099.0   60.57
53612  106.18   37.98  1128.8   41.27
53614  106.22   38.48  1111.4   56.67
53615  106.70   38.80  1101.6   55.03
53617  106.07   38.02  1126.7   48.70
53618  106.25   38.25  1116.7   54.40
53619  106.30   38.12  1115.9   54.07
53644  108.83   38.60  1307.2   49.37
53646  109.70   38.23  1057.5   48.13
53651  110.43   38.82   940.3   57.48
53658  110.48   38.03   894.4   54.09
53659  111.00   37.97  1163.3   55.49
53660  111.08   39.02   894.4   59.60
53662  111.58   38.72  1396.7   57.43
53663  111.82   38.92  1401.0   57.52
53664  111.13   38.47  1012.6   53.27
53665  111.65   38.28  1185.1   53.66
53666  111.93   38.35  1212.2   59.13
53669  111.78   38.07  1170.5   56.88
53673  112.72   38.73   828.2   40.83
53674  112.70   38.42   797.7   48.20
53676  112.98   38.50   759.1   54.09
53677  112.48   37.93   806.5   49.50
53678  112.67   38.07   897.0   58.10
53679  112.55   37.73   775.4   50.76
53680  114.38   38.30   108.9   58.87
53681  113.37   38.83  1096.2   56.79
53682  114.68   38.63   104.1   63.15
53685  113.42   38.07   953.2   44.77
53687  113.63   37.78   753.0   44.73
53688  114.55   38.45    95.8   54.25
53689  115.07   38.02    42.4   54.50
53690  114.18   38.85   281.9   43.40
53691  114.57   38.15    71.0   50.97
53692  114.98   38.73    65.9   50.44
53693  114.13   38.03   255.5   50.24
53694  114.20   38.30   136.0   53.88
53695  114.68   38.35    75.0   54.32
53696  115.00   38.52    54.8   58.20
53697  114.83   38.02    51.8   61.42
53698  114.43   38.07    81.8   55.00
53699  114.97   38.20    45.1   57.93
53704  105.18   37.53  1225.7   53.60
53705  105.67   37.48  1183.3   41.41
53707  105.25   36.93  1697.9   50.35
53723  107.40   37.78  1347.8   52.76
53725  107.58   37.58  1360.3   44.44
53727  107.12   37.17  1712.0   51.87
53730  107.48   38.18  1333.3   49.73
53732  108.72   37.85  1209.9   57.51
53735  108.80   37.62  1335.8   45.35
53738  108.18   36.83  1272.6   56.03
53740  109.23   37.93  1111.0   53.30
53748  109.70   37.18  1063.3   54.97
53750  110.17   37.77   872.0   57.61
53751  110.05   37.60   894.0   60.23
53753  110.88   37.43   860.1   58.27
53754  110.22   37.50   929.7   58.64
53756  110.72   37.52   752.5   58.98
53757  110.12   37.12   938.0   60.93
53759  110.82   37.00  1211.4   56.13
53760  111.23   37.88  1212.4   57.47
53763  112.17   37.92  1006.8   50.42
53764  111.10   37.50   950.8   58.93
53767  111.17   37.33  1213.1   57.43
53768  111.75   37.15   769.3   50.07
53769  111.77   37.23   765.0   47.68
53770  112.35   37.35   768.5   48.55
53771  112.05   37.45   760.3   55.65
53772  112.55   37.78   778.3   53.08
53773  114.62   36.33    64.8   63.89
53774  112.33   37.62   773.4   54.83
53775  112.58   37.42   799.6   51.95
53776  112.77   37.68   831.2   50.10
53777  112.15   37.53   759.3   59.17
53778  112.22   37.18   767.4   51.13
53780  113.17   37.88  1019.0   50.77
53781  114.47   36.87    67.9   65.64
53782  113.55   37.85   741.9   45.50
53783  113.70   37.60   876.2   48.57
53784  114.78   37.75    38.5   59.60
53785  114.68   37.50    35.0   65.86
53786  113.37   37.08  1130.8   56.23
53787  112.98   37.07  1041.4   54.23
53788  113.57   37.33  1265.7   49.74
53789  114.63   37.88    52.9   55.60
53790  114.62   37.60    48.5   63.73
53791  114.53   37.75    63.0   59.26
53792  114.48   37.45   113.0   58.41
53793  113.95   37.17   490.3   56.60
53794  114.75   37.35    33.1   64.25
53795  114.35   37.63   136.2   56.00
53796  114.88   37.62    30.1   66.53
53797  114.50   37.28    77.1   60.83
53798  114.50   37.07    76.8   57.98
53799  115.03   37.22    29.8   70.61
53806  105.65   36.57  1854.2   45.90
53810  105.90   36.98  1343.9   50.50
53817  106.27   36.00  1753.0   56.60
53821  107.30   36.58  1255.6   54.10
53829  107.90   35.98  1093.7   59.80
53832  108.77   36.77  1218.2   58.87
53841  109.32   36.88  1067.7   54.15
53845  109.50   36.60   958.5   49.57
53848  109.35   36.27  1005.5   59.70
53850  110.18   36.88   803.7   58.37
53852  110.63   36.77   916.6   53.23
53853  110.95   36.70  1052.7   57.15
53854  110.07   36.58   804.5   57.70
53856  110.75   36.47   765.9   53.56
53857  110.18   36.07   839.6   55.23
53859  110.67   36.10   851.3   52.09
53860  111.17   36.98  1408.7   53.25
53861  111.42   35.88   426.9   61.93
53862  111.80   36.85   811.7   56.37
53863  111.92   37.03   743.9   47.39
53864  111.10   36.40  1039.8   59.37
53865  111.55   36.65  1011.9   48.23
53866  111.67   36.23   462.8   58.93
53868  111.50   36.07   449.5   45.01
53869  111.72   36.58   566.9   58.46
53871  112.85   36.83   964.1   55.07
53872  112.68   36.77   960.7   56.97
53873  112.87   36.12   950.2   58.37
53874  111.92   36.27   661.8   57.30
53875  112.35   36.52  1000.0   57.37
53877  112.25   36.17   860.1   56.32
53878  113.38   36.52   767.9   49.30
53879  112.88   36.32   952.3   52.24
53880  113.23   36.33   947.6   54.07
53881  106.48   37.28  1381.7   40.41
53882  113.07   36.05   991.8   52.57
53883  114.70   37.13    35.9   67.64
53884  113.03   36.52   877.9   51.76
53885  113.20   36.13  1030.2   58.83
53886  113.67   36.57   470.2   50.70
53887  113.12   36.20   926.5   53.60
53888  113.43   36.20  1089.2   50.24
53889  113.82   36.07   306.8   63.97
53890  114.20   36.72   218.0   60.00
53891  114.68   37.00    41.5   64.57
53892  114.50   36.60    57.2   63.53
53893  114.95   36.77    39.6   67.98
53894  114.22   36.42   126.6   63.57
53895  114.50   36.77    59.9   59.77
53896  114.95   36.35    50.1   67.39
53897  114.38   36.38    69.7   69.47
53898  114.37   36.12    75.5   65.57
53899  114.97   36.48    48.5   68.82
53903  105.72   35.97  1916.5   63.77
53906  105.72   35.52  1652.8   59.87
53908  105.23   35.22  1768.2   66.17
53910  106.20   35.67  2840.3   52.90
53913  106.63   35.85  1478.8   56.25
53914  106.12   35.62  2078.6   61.43
53915  106.67   35.55  1346.6   52.47
53916  106.32   35.50  1948.6   54.52
53917  106.05   35.22  1615.1   63.10
53923  107.63   35.73  1421.9   53.53
53924  107.40   35.15  1375.6   67.36
53925  107.18   35.68  1172.0   58.73
53926  107.35   35.33  1028.8   64.50
53927  106.80   35.22  1334.2   69.82
53928  107.02   35.30  1148.4   57.53
53929  107.80   35.20  1206.5   60.25
53930  107.98   36.45  1269.2   59.07
53931  109.38   36.00   920.0   62.20
53934  108.02   35.82  1298.4   55.77
53935  108.35   35.50  1442.1   54.80
53937  108.00   35.42  1221.2   62.77
53938  108.30   35.17  1277.0   61.92
53941  109.58   35.18   804.4   48.88
53942  109.50   35.82  1158.3   53.73
53944  109.25   35.57   863.0   58.08
53945  109.07   35.43  1395.2   49.44
53946  109.82   35.60  1087.8   53.87
53947  109.07   35.08   978.9   56.20
53948  109.58   34.95   499.2   57.17
53949  109.92   35.18   679.1   49.63
53950  110.15   35.23   708.8   51.66
53953  110.85   35.97   964.3   51.30
53954  110.95   35.58   389.3   48.63
53955  110.45   35.47   458.1   55.23
53956  110.83   35.40   588.4   48.77
53957  110.72   35.62   459.2   47.63
53958  110.72   35.15   406.5   48.20
53959  111.02   35.03   376.0   57.83
53961  111.48   35.65   472.6   62.96
53962  111.70   35.73   584.5   57.90
53963  111.37   35.65   433.8   63.73
53964  111.22   35.62   430.8   60.10
53965  111.57   35.52   761.0   55.50
53966  111.83   35.98   817.2   54.07
53967  111.20   35.33   468.3   57.57
53968  111.80   35.17   484.1   50.09
53970  112.20   35.70   887.3   49.23
53972  112.92   35.12   119.6   54.85
53973  112.95   35.77   837.3   58.10
53974  114.18   35.62    72.1   63.62
53975  112.40   35.48   659.5   51.71
53976  112.83   35.47   742.9   48.67
53978  112.63   35.08   140.1   59.60
53979  113.05   35.18   129.0   58.05
53980  114.80   36.55    50.2   68.73
53981  113.27   35.78  1311.6   52.96
53982  113.27   35.23   112.0   50.81
53983  114.42   35.03    70.3   73.53
53984  113.42   35.23    85.2   62.87
53985  113.82   35.45    96.4   66.75
53986  113.88   35.32    72.7   61.21
53987  113.37   35.12    95.3   59.79
53988  113.67   35.27    77.1   63.50
53989  113.95   35.05    76.6   67.79
53990  114.17   35.90   176.3   60.85
53991  114.35   35.93    74.3   66.80
53992  114.55   35.68    61.5   65.90
53993  114.92   35.93    51.6   66.68
53994  114.07   35.38    69.9   58.52
53995  114.50   35.58    64.9   65.46
53996  114.70   36.45    56.7   64.71
53997  114.18   35.15    71.1   64.50
53998  114.65   35.20    61.4   68.10
54012  117.60   44.58   995.9   70.00
54024  119.30   44.45   670.0   52.03
54026  120.90   44.57   265.0   49.10
54027  119.40   43.98   483.4   47.67
54031  121.82   44.88   203.4   56.97
54039  122.02   44.03   181.6   60.87
54041  123.07   44.78   149.5   63.30
54047  123.30   44.13   144.9   66.58
54049  123.97   44.25   191.9   66.80
54063  126.00   44.97   196.6   71.87
54064  125.17   44.42   188.7   76.17
54065  125.67   44.53   185.3   71.90
54069  125.80   44.17   174.5   69.00
54072  126.53   44.83   204.0   71.37
54076  126.93   44.42   250.6   70.70
54080  127.15   44.90   194.6   74.80
54092  129.40   44.58   260.8   73.60
54093  130.55   44.93   266.3   70.40
54094  129.60   44.57   241.4   68.00
54096  131.15   44.38   496.7   68.57
54098  129.47   44.33   267.9   70.95
54099  131.18   44.10   116.9   61.57
54102  116.07   43.95   989.5   72.60
54113  118.65   43.53   621.4   51.93
54115  118.07   43.60   799.0   51.43
54117  117.53   43.25  1002.9   66.23
54122  120.05   43.88   373.8   54.97
54132  121.07   42.40   400.0   56.12
54134  121.28   43.60   241.0   56.70
54135  122.27   43.60   178.5   59.30
54142  123.53   43.50   114.9   66.80
54154  124.30   43.35   158.7   64.46
54155  124.23   43.67   144.2   65.00
54156  124.80   43.52   200.1   64.53
54157  124.33   43.18   164.2   66.67
54161  125.22   43.90   236.8   67.03
54164  125.28   43.35   248.1   72.32
54165  125.65   43.50   234.3   68.95
54169  126.02   43.30   271.6   71.80
54171  126.52   43.70   229.5   67.93
54172  126.47   43.95   183.4   68.13
54175  126.62   43.42   537.0   73.00
54181  127.33   43.70   295.0   72.00
54186  128.20   43.37   523.7   69.87
54187  128.92   43.12   366.6   64.67
54192  130.25   43.70   466.8   73.50
54195  129.77   43.33   241.7   67.73
54204  115.00   42.30  1346.3   73.83
54205  115.98   42.25  1300.1   69.89
54208  116.47   42.18  1245.4   70.13
54209  116.70   42.30  1323.0   79.53
54213  119.03   42.95   631.9   47.03
54214  118.42   42.58   960.0   53.77
54218  118.97   42.27   571.1   46.93
54223  120.65   42.85   362.9   56.43
54225  119.92   42.28   588.2   48.97
54226  120.70   42.33   400.5   48.87
54231  122.35   42.97   248.1   58.28
54234  121.78   42.73   284.1   55.40
54236  122.53   42.42    79.4   62.01
54237  121.65   42.03   144.0   57.47
54243  124.12   42.78   165.1   62.63
54244  123.33   42.75   118.6   61.90
54245  123.40   42.50    97.8   62.43
54248  123.53   42.03    61.6   70.16
54249  123.87   42.30    85.4   63.33
54252  124.75   42.73   196.1   70.60
54254  124.05   42.53    98.2   65.96
54259  124.95   42.10   237.1   72.73
54260  125.08   42.92   252.9   71.76
54261  125.45   42.68   341.5   70.93
54263  126.05   42.97   336.7   72.60
54266  125.63   42.53   339.9   69.16
54267  125.73   42.25   362.3   70.27
54273  126.75   42.98   263.3   72.07
54274  126.07   42.65   306.5   75.70
54276  126.82   42.35   549.2   72.90
54279  126.58   42.05   544.4   71.25
54284  127.57   42.10   774.2   68.37
54285  128.25   42.53   591.4   69.41
54286  129.00   42.53   475.6   59.97
54287  128.08   42.02  2623.0   54.50
54290  129.40   42.77   240.6   62.97
54291  130.28   42.90    36.5   60.33
54292  129.47   42.88   176.8   60.67
54293  129.83   42.95   140.6   57.93
54301  115.70   41.67  1410.3   70.73
54304  115.28   40.97  1246.7   62.57
54305  115.27   41.88  1468.9   72.37
54308  116.53   41.20   659.7   49.24
54311  117.75   41.93   842.3   54.27
54313  118.70   41.93   733.7   45.90
54316  118.75   41.52   679.3   43.59
54318  117.72   41.32   557.5   58.25
54319  118.67   41.00   502.3   55.84
54320  119.35   41.60   545.0   52.20
54321  119.63   41.87   661.8   51.40
54323  120.75   41.82   176.3   54.62
54324  120.45   41.55   168.7   52.36
54325  120.35   41.18   140.0   55.47
54326  119.70   41.38   421.7   48.30
54327  119.35   41.23   417.1   50.97
54328  119.72   41.08   296.8   51.30
