51365   87.53   44.20   440.5  -16.46  -11.12
51367   86.82   44.13   522.1  -13.19  -10.57
51368   87.43   44.02   577.5  -15.73   -9.51
51369   87.65   43.97   600.3  -12.03   -8.44
51377   87.92   44.17   547.0  -14.28  -10.12
51378   89.17   44.02   734.9  -12.49   -7.94
51379   89.57   44.02   793.5  -15.12   -8.27
51430   81.15   43.83   602.6   -7.65   -1.36
51431   81.33   43.95   662.5   -6.36   -0.82
51433   82.57   43.80  1105.2   -8.04   -1.08
51434   81.53   43.97   770.0   -4.78   -0.44
51435   82.23   43.47   774.9   -7.05   -0.66
51436   83.30   43.45   928.2   -4.86   -0.20
51437   81.13   43.15  1851.0   -9.53   -3.81
51438   81.77   43.18  1210.4   -8.95   -2.01
51463   87.62   43.78   917.9  -10.05   -5.46
51465   87.10   43.57  2160.0   -8.40   -2.83
51467   86.33   42.67  1752.5   -7.66   -0.41
51468   86.83   43.10  3539.0  -13.20   -8.84
51469   87.12   43.28  2350.4   -8.79   -2.33
51470   88.12   43.88  1942.5   -8.84   -2.90
51477   88.32   43.35  1103.5   -8.88   -3.51
51482   90.28   43.83  1271.5  -11.01   -3.48
51495   91.63   43.48   873.2   -8.63   -2.76
51526   88.22   42.23   922.4  -11.52   -3.84
51542   84.15   43.03  2458.0  -22.34  -15.76
51559   86.40   42.32  1100.9  -10.08   -3.55
51567   86.57   42.08  1055.8  -10.33   -5.11
51568   86.80   42.25  1085.4  -10.70   -3.61
51571   88.63   42.80     1.0   -8.99   -3.32
51572   89.25   42.83   -48.7   -8.94   -3.27
51573   89.20   42.93    34.5   -7.48   -3.58
51581   90.23   42.85   398.6   -9.98   -3.58
51627   79.23   41.22  1395.8  -10.52   -2.30
51628   80.23   41.17  1103.8   -7.51   -1.49
51629   80.23   41.27  1132.0   -7.66   -1.19
51633   81.90   41.78  1229.2   -9.86   -4.40
51636   82.62   41.53  1013.7   -7.23   -0.79
51639   82.78   41.23   980.4   -7.00   -0.26
51642   84.25   41.78   976.1   -7.71   -1.23
51644   82.95   41.72  1099.0   -7.54   -1.38
51655   86.27   41.35   884.9   -9.09   -0.94
51656   86.13   41.75   931.5   -6.69   -1.27
51701   75.40   40.52  3504.4  -13.81   -7.76
51704   76.17   39.72  1297.9   -4.74    0.07
51705   75.25   39.72  2175.7   -6.93    0.86
51707   76.73   39.50  1208.6   -5.08    0.50
51708   75.95   39.15  1324.3   -6.42   -0.39
51709   75.98   39.47  1288.7   -4.98    0.31
51711   78.45   40.93  1984.9   -7.45    0.19
51716   78.57   39.80  1116.5   -6.11    0.34
51717   76.78   39.25  1206.3   -5.34    1.04
51720   79.05   40.50  1161.8   -8.41   -0.58
51722   80.40   40.65  1044.2   -7.24   -0.58
51730   81.05   40.50  1012.2   -8.16   -0.07
51747   83.67   39.00  1099.3   -9.93   -0.41
51765   87.70   40.63   846.0   -7.24   -0.37
51777   88.17   39.03   888.3   -8.32   -1.21
51802   76.17   38.93  1297.5   -5.31    0.12
51804   75.23   37.78  3090.9  -12.59   -4.11
51810   77.63   38.92  1177.6   -5.05    0.61
51811   77.27   38.43  1231.2   -5.27    0.29
51814   77.40   37.92  1360.4   -4.65    1.41
51815   77.27   38.20  1274.7   -5.21    0.41
51818   78.28   37.62  1375.4   -5.11    1.16
51826   80.80   37.02  1336.5   -4.68    1.62
51827   79.72   37.28  1326.0   -6.93    1.10
51828   79.93   37.13  1374.6   -3.96    1.27
51829   80.17   37.08  1347.9   -4.90    1.48
51839   82.72   37.07  1409.3   -5.31    2.03
51848   83.83   37.60  1262.8   -8.33   -0.04
51855   85.55   38.15  1247.5   -7.54   -0.51
51886   90.85   38.25  2944.8  -10.39   -1.97
51931   81.65   36.85  1422.0   -4.67    1.59
52101   93.07   43.73  1637.6  -13.48   -7.21
52112   95.13   43.77   469.0  -11.80   -5.36
52118   94.70   43.27  1728.6  -10.37   -2.87
52203   93.52   42.82   737.2  -10.51   -3.84
52267  101.07   41.95   940.5  -10.53   -3.51
52313   94.67   41.53  1700.0  -11.39   -2.81
52323   96.88   41.58  1962.7  -10.39   -1.10
52343   99.92   41.93   965.6  -12.23   -3.62
52378  102.37   41.37   960.0   -9.96   -2.89
52418   94.68   40.15  1139.0   -7.83   -0.48
52424   95.92   40.50  1170.8   -8.60    0.45
52436   97.03   40.27  1526.0   -8.57   -1.69
52441   98.70   40.72  1591.0   -7.91   -0.45
52446   99.52   40.30  1177.4   -8.32   -0.38
52447   98.90   40.00  1270.2   -7.94   -0.36
52495  104.80   40.17  1323.9  -10.46   -1.75
52515   94.88   39.52  2158.5   -6.89    2.06
52533   98.48   39.77  1477.2   -7.88   -0.05
52546   99.83   39.37  1332.2   -7.63    0.24
52557  100.17   39.15  1453.7   -7.16    1.86
52575  102.70   39.30  1240.0   -8.07   -0.32
52576  101.68   39.22  1510.1   -6.26    0.19
52602   93.38   38.83  2733.0  -11.70   -2.21
52607  105.13   38.05  1342.0   -8.53   -0.79
52633   98.42   38.80  3367.0  -16.47   -5.01
52643   99.62   38.83  2311.8   -8.25    1.15
52645   99.58   38.42  3320.0  -15.37   -4.46
52652  100.43   38.93  1482.7   -7.96    2.37
52656  100.82   38.45  2271.0   -8.78    0.03
52657  100.25   38.18  2787.4  -12.14   -0.95
52661  101.08   38.80  1764.6   -7.09    2.30
52674  101.97   38.23  1976.1   -8.73    1.60
52679  102.67   37.92  1530.8   -6.08    1.98
52681  103.08   38.63  1367.0   -6.59    0.91
52707   93.68   36.80  2767.0  -10.44   -0.49
52713   95.37   37.85  3173.2  -12.04   -1.98
52737   97.37   37.37  2981.5   -9.91   -2.32
52745   99.03   37.30  3417.1  -12.69   -3.94
52754  100.13   37.33  3301.5  -12.39   -3.91
52765  101.62   37.38  2850.0  -12.47   -1.24
52784  102.90   37.48  2072.4   -6.72    1.47
52787  102.87   37.20  3045.1  -10.13   -2.71
52788  103.53   37.20  2726.7   -8.80   -0.91
52797  104.05   37.18  1630.5   -5.30    1.93
52815   95.30   36.80  2678.9   -9.57   -1.32
52818   94.90   36.42  2807.6   -8.10   -0.59
52825   96.42   36.43  2790.4   -8.72   -0.92
52833   98.48   36.92  2950.0  -11.06   -2.12
52835   97.80   36.07  2905.4   -8.17    0.23
52836   98.10   36.30  3191.1   -9.03   -1.77
52842   99.08   36.78  3087.6  -11.56   -2.43
52853  100.98   36.92  3080.0  -12.27   -1.69
52854  100.27   36.62  3239.4  -11.61   -4.48
52855  101.23   36.68  2634.3   -7.44    1.66
52856  100.62   36.27  2835.0   -8.22   -0.14
52862  101.68   36.95  2450.0   -8.40    0.69
52863  101.95   36.82  2480.0   -8.73    1.34
52866  101.77   36.62  2261.2   -7.88    1.98
52868  101.43   36.03  2237.1   -3.48    4.69
52869  101.57   36.52  2667.5   -7.20    0.34
52874  102.38   36.48  1979.7   -6.03    3.02
52875  102.10   36.50  2125.0   -5.38    2.67
52876  102.85   36.32  1813.9   -5.46    1.61
52877  102.27   36.10  2834.7   -8.67    0.37
52881  103.18   36.98  2484.8  -10.80    3.65
52884  103.93   36.35  1668.5   -8.96    1.38
52885  103.25   36.75  2118.8   -8.49    0.49
52889  103.88   36.05  1517.2   -4.51    2.42
52895  104.68   36.57  1397.8   -6.21    1.08
52896  104.18   36.55  1707.2   -6.37    1.28
52908   93.08   35.22  4612.2  -15.99   -8.31
52941   99.98   35.88  3245.6  -11.50   -1.81
52943   99.98   35.58  3323.2  -11.01   -0.82
52955  100.75   35.58  3200.6  -10.96    0.12
52957  100.65   35.27  3289.4   -8.80    1.75
52963  102.03   35.93  2084.6   -5.02    3.25
52968  101.47   35.03  3662.8  -13.12   -2.40
52972  102.55   35.83  1870.3   -3.65    4.57
52974  102.02   35.52  2491.4   -5.77    2.01
52978  102.52   35.20  2929.4   -7.50    2.77
52980  103.30   35.97  1647.1   -4.35    3.10
52981  103.40   35.67  2428.6   -5.88   -0.50
52982  103.57   35.48  1952.7   -7.02    0.82
52983  104.15   35.87  1874.4   -7.04    1.40
52984  103.18   35.58  1917.0   -5.74    2.62
52985  103.35   35.43  2136.4   -7.67    1.61
52986  103.87   35.37  1886.6   -6.20    2.23
52988  103.72   35.37  2000.1   -7.86    1.63
52993  105.08   35.68  2012.2   -5.88    2.64
52995  104.62   35.58  1896.7   -6.65    2.58
52996  105.00   35.38  2450.6   -7.09   -1.74
52998  104.23   35.13  2103.6   -6.86    1.70
53068  111.97   43.65   964.7  -17.23   -9.80
53083  114.15   44.62  1181.6  -20.04  -14.70
53149  110.13   42.53  1225.2  -12.37   -6.13
53192  114.95   44.02  1126.1  -19.84  -13.32
53195  113.72   43.83  1111.4  -17.90  -11.69
53231  106.40   41.40  1509.6  -12.90   -6.56
53272  112.65   42.75  1101.7  -13.47   -7.28
53276  112.90   42.40  1150.8  -12.72   -6.70
53289  113.83   42.23  1322.1  -14.45   -8.17
53324  106.98   41.45  1648.9  -11.48   -5.69
53336  108.52   41.57  1288.0  -12.38   -6.63
53337  108.27   41.10  1022.7  -12.18   -3.98
53343  109.97   41.77  1612.2  -14.11   -8.27
53348  109.13   41.02  1078.7  -11.60   -4.04
53352  110.43   41.70  1376.6  -12.11   -5.67
53357  110.05   41.03  1360.4  -12.96   -6.39
53362  111.68   41.53  1490.1  -12.91   -6.20
53367  111.23   41.32  1602.3  -14.67   -6.67
53368  111.45   41.10  1595.0  -13.58   -5.94
53378  112.62   41.27  1747.8  -14.61   -8.42
53384  113.18   41.45  1423.5  -12.91   -5.96
53385  113.55   41.57  1385.2  -12.91   -8.34
53391  114.00   41.90  1482.7  -14.28   -8.46
53392  114.60   41.85  1422.4  -16.23   -8.80
53397  113.98   41.10  1376.5  -14.74   -6.22
53399  114.70   41.15  1393.3  -13.52   -7.20
53419  107.00   40.33  1055.1   -8.59   -1.96
53420  107.13   40.90  1056.7   -9.77   -3.31
53433  108.65   40.73  1020.4   -8.52   -3.08
53446  109.85   40.67  1067.2  -10.66   -4.04
53455  110.53   40.55   998.6  -11.02   -4.06
53457  110.03   40.40  1011.0  -11.74   -3.46
53463  111.68   40.82  1063.0  -11.08   -5.52
53464  111.15   40.68  1020.3  -10.51   -4.71
53466  111.70   40.80  1051.5  -11.33   -5.68
53467  111.18   40.27  1016.0  -10.88   -4.19
53469  111.80   40.38  1151.9  -10.64   -4.07
53472  112.57   40.87  1451.7  -14.15   -6.31
53475  112.52   40.52  1257.2  -12.05   -4.65
53478  112.45   40.00  1345.8  -13.37   -4.51
53480  113.07   41.03  1419.3  -12.14   -5.85
53481  113.22   40.80  1316.8  -12.63   -5.29
53483  113.87   40.88  1254.0  -11.92   -5.01
53484  113.15   40.45  1191.5  -12.31   -3.56
53486  113.77   40.37  1050.3   -9.30   -2.85
53487  113.33   40.10  1067.2   -9.81   -3.23
53488  113.58   40.03  1034.0  -11.68   -3.08
53490  114.05   40.43  1013.9   -9.20   -2.98
53491  114.40   40.68   801.0   -9.53   -2.64
53492  114.15   40.10   937.6   -9.45   -2.33
53498  115.03   40.57   629.3   -9.77   -2.05
53499  114.73   40.77   753.7   -9.04   -2.23
53502  105.75   39.78  1031.8   -8.82   -0.81
53505  105.38   39.08  1235.0   -9.08   -0.13
53512  106.82   39.68  1091.6   -8.68   -0.77
53513  107.42   40.75  1039.3   -9.07   -2.94
53517  106.33   39.27  1464.5   -7.67   -1.08
53518  106.37   39.00  1100.5   -8.58   -0.16
53519  106.77   39.22  1091.0   -6.43   -0.61
53522  107.85   40.05  1184.3   -9.72   -2.02
53529  107.98   39.10  1380.3   -9.97   -1.68
53533  108.73   39.85  1389.3  -10.07   -3.50
53543  109.98   39.83  1460.4   -7.83   -4.08
53545  109.73   39.57  1329.3   -8.74   -2.65
53547  109.03   39.10  1312.2  -10.25   -2.13
53553  110.87   39.67  1038.8  -10.12   -2.62
53562  111.67   39.92  1187.4   -9.49   -2.86
53564  111.15   39.38   861.5  -10.32   -1.67
53565  111.50   39.43  1051.7  -10.00   -2.30
53567  111.08   39.03   981.0   -7.74   -1.82
53573  112.70   40.00  1336.3  -10.62   -4.03
53574  112.27   39.52  1409.4  -10.05   -3.47
53575  112.20   39.10  1525.4  -10.37   -4.05
53576  112.82   39.50  1045.0   -7.39   -1.36
53577  112.30   39.00  1437.4   -8.23   -2.05
53578  112.43   39.30  1091.2   -8.00   -0.09
53579  112.90   39.02   859.7   -7.39    0.56
53580  113.10   39.82  1044.6   -8.37   -2.17
53582  113.68   39.72  1092.1  -10.79   -1.90
53584  113.17   39.57  1000.7   -9.04   -1.46
53585  113.27   39.17   933.9   -7.99    0.13
53588  113.53   39.03  2895.8  -10.73   -6.24
53590  114.27   39.75   977.8  -10.90   -2.02
53593  114.57   39.83   909.5  -10.67   -2.96
53594  114.18   39.45   938.1   -8.78    0.70
53596  115.15   38.83    51.0   -4.90    2.94
53599  114.67   39.35   844.1   -7.53    0.76
53601  105.90   38.77  2901.0  -12.37   -8.58
53602  105.67   38.83  1561.4   -7.21   -0.99
53603  106.37   38.83  1095.0   -7.75    0.43
53610  106.35   38.55  1106.5   -6.69    1.11
53611  106.55   38.90  1099.0   -7.44    0.05
53612  106.18   37.98  1128.8   -5.35    1.77
53614  106.22   38.48  1111.4   -6.44    1.03
53615  106.70   38.80  1101.6   -7.98   -0.19
53617  106.07   38.02  1126.7   -5.53    2.69
53618  106.25   38.25  1116.7   -6.38    1.92
53619  106.30   38.12  1115.9   -6.49    2.03
53644  108.83   38.60  1307.2   -7.03   -1.22
53646  109.70   38.23  1057.5   -8.60   -0.89
53651  110.43   38.82   940.3   -8.33   -0.46
53658  110.48   38.03   894.4   -7.27   -1.06
53659  111.00   37.97  1163.3   -6.93   -1.29
53660  111.08   39.02   894.4   -7.68   -1.17
53662  111.58   38.72  1396.7  -10.08   -1.94
53663  111.82   38.92  1401.0  -11.51   -2.83
53664  111.13   38.47  1012.6   -8.14   -1.07
53665  111.65   38.28  1185.1   -8.51    0.38
53666  111.93   38.35  1212.2   -8.43    1.54
53669  111.78   38.07  1170.5   -8.08    1.12
53673  112.72   38.73   828.2   -6.48    0.37
53674  112.70   38.42   797.7   -7.31    0.45
53676  112.98   38.50   759.1   -8.67    0.96
53677  112.48   37.93   806.5   -6.28    1.53
53678  112.67   38.07   897.0   -6.96    1.60
53679  112.55   37.73   775.4   -5.37    2.13
53680  114.38   38.30   108.9   -2.37    3.48
53681  113.37   38.83  1096.2   -9.32   -0.11
53682  114.68   38.63   104.1   -4.57    3.35
53685  113.42   38.07   953.2   -3.68    3.16
53687  113.63   37.78   753.0   -3.28    3.73
53688  114.55   38.45    95.8   -3.33    3.43
53689  115.07   38.02    42.4   -2.34    3.60
53690  114.18   38.85   281.9   -3.20    4.12
53691  114.57   38.15    71.0   -2.01    3.82
53692  114.98   38.73    65.9   -3.22    3.49
53693  114.13   38.03   255.5   -2.54    4.43
53694  114.20   38.30   136.0   -2.51    3.29
53695  114.68   38.35    75.0   -3.27    3.26
53696  115.00   38.52    54.8   -2.78    3.30
53697  114.83   38.02    51.8   -2.62    4.04
53698  114.43   38.07    81.8   -1.54    3.94
53699  114.97   38.20    45.1   -2.96    3.62
53704  105.18   37.53  1225.7   -6.24    2.32
53705  105.67   37.48  1183.3   -4.33    2.63
53707  105.25   36.93  1697.9   -7.42    1.82
53723  107.40   37.78  1347.8   -6.29    1.02
53725  107.58   37.58  1360.3   -5.27    0.83
53727  107.12   37.17  1712.0   -6.70   -0.88
53730  107.48   38.18  1333.3   -7.52    0.14
53732  108.72   37.85  1209.9   -9.72    1.11
53735  108.80   37.62  1335.8   -6.85   -0.01
53738  108.18   36.83  1272.6   -6.72    2.09
53740  109.23   37.93  1111.0   -7.82   -0.12
53748  109.70   37.18  1063.3   -6.12    3.05
53750  110.17   37.77   872.0   -7.01    1.43
53751  110.05   37.60   894.0   -7.75    1.95
53753  110.88   37.43   860.1   -6.24    1.31
53754  110.22   37.50   929.7   -7.08   -0.02
53756  110.72   37.52   752.5   -5.60    0.68
53757  110.12   37.12   938.0   -6.48    1.77
53759  110.82   37.00  1211.4   -5.94   -0.76
53760  111.23   37.88  1212.4   -8.76   -0.92
53763  112.17   37.92  1006.8   -5.48    2.25
53764  111.10   37.50   950.8   -5.65    0.07
53767  111.17   37.33  1213.1   -7.35   -1.28
53768  111.75   37.15   769.3   -3.28    3.06
53769  111.77   37.23   765.0   -4.21    2.70
53770  112.35   37.35   768.5   -4.66    3.04
53771  112.05   37.45   760.3   -4.43    2.16
53772  112.55   37.78   778.3   -5.30    1.73
53773  114.62   36.33    64.8   -1.74    3.89
53774  112.33   37.62   773.4   -4.73    2.27
53775  112.58   37.42   799.6   -5.02    2.26
53776  112.77   37.68   831.2   -6.83    1.61
53777  112.15   37.53   759.3   -5.29    2.52
53778  112.22   37.18   767.4   -4.25    3.12
53780  113.17   37.88  1019.0   -7.52    0.45
53781  114.47   36.87    67.9   -2.75    3.62
53782  113.55   37.85   741.9   -4.46    2.57
53783  113.70   37.60   876.2   -4.71    3.24
53784  114.78   37.75    38.5   -3.02    3.43
53785  114.68   37.50    35.0   -3.77    3.12
53786  113.37   37.08  1130.8   -7.28    2.41
53787  112.98   37.07  1041.4   -6.38    3.15
53788  113.57   37.33  1265.7   -6.98    1.88
53789  114.63   37.88    52.9   -2.21    3.84
53790  114.62   37.60    48.5   -3.74    3.22
53791  114.53   37.75    63.0   -3.83    3.48
53792  114.48   37.45   113.0   -2.41    3.28
53793  113.95   37.17   490.3   -3.63    3.91
53794  114.75   37.35    33.1   -3.03    3.18
53795  114.35   37.63   136.2   -1.94    3.98
53796  114.88   37.62    30.1   -2.89    3.00
53797  114.50   37.28    77.1   -3.17    2.76
53798  114.50   37.07    76.8   -1.71    2.93
53799  115.03   37.22    29.8   -2.87    3.33
53806  105.65   36.57  1854.2   -4.59    2.23
53810  105.90   36.98  1343.9   -5.83    3.04
53817  106.27   36.00  1753.0   -5.82    2.02
53821  107.30   36.58  1255.6   -5.44    2.18
53829  107.90   35.98  1093.7   -4.58    2.60
53832  108.77   36.77  1218.2   -6.69    2.81
53841  109.32   36.88  1067.7   -6.19    3.87
53845  109.50   36.60   958.5   -4.71    3.13
53848  109.35   36.27  1005.5   -7.13    3.69
53850  110.18   36.88   803.7   -5.78    2.46
53852  110.63   36.77   916.6   -6.48    2.06
53853  110.95   36.70  1052.7   -5.81    1.56
53854  110.07   36.58   804.5   -5.53    3.58
53856  110.75   36.47   765.9   -5.70    2.65
53857  110.18   36.07   839.6   -4.64    3.87
53859  110.67   36.10   851.3   -4.64    2.98
53860  111.17   36.98  1408.7   -6.39    0.11
53861  111.42   35.88   426.9   -2.01    4.62
53862  111.80   36.85   811.7   -4.38    3.52
53863  111.92   37.03   743.9   -2.39    3.75
53864  111.10   36.40  1039.8   -6.49    0.68
53865  111.55   36.65  1011.9   -5.08    1.15
53866  111.67   36.23   462.8   -3.91    4.18
53868  111.50   36.07   449.5   -2.34    4.41
53869  111.72   36.58   566.9   -3.66    3.55
53871  112.85   36.83   964.1   -6.26    2.74
53872  112.68   36.77   960.7   -6.19    2.74
53873  112.87   36.12   950.2   -4.81    2.99
53874  111.92   36.27   661.8   -3.59    3.31
53875  112.35   36.52  1000.0   -6.43    3.85
53877  112.25   36.17   860.1   -5.92    3.06
53878  113.38   36.52   767.9   -3.33    4.58
53879  112.88   36.32   952.3   -3.03    3.10
53880  113.23   36.33   947.6   -4.27    2.53
53881  106.48   37.28  1381.7   -4.79    2.79
53882  113.07   36.05   991.8   -2.90    2.95
53883  114.70   37.13    35.9   -2.68    3.57
53884  113.03   36.52   877.9   -5.64    3.64
53885  113.20   36.13  1030.2   -5.17    3.02
53886  113.67   36.57   470.2   -0.78    6.79
53887  113.12   36.20   926.5   -5.16    2.80
53888  113.43   36.20  1089.2   -4.21    3.24
53889  113.82   36.07   306.8   -1.55    5.94
53890  114.20   36.72   218.0   -1.06    4.50
53891  114.68   37.00    41.5   -2.62    3.25
53892  114.50   36.60    57.2   -0.91    3.79
53893  114.95   36.77    39.6   -2.04    3.53
53894  114.22   36.42   126.6   -0.54    4.56
53895  114.50   36.77    59.9   -2.10    3.22
53896  114.95   36.35    50.1   -2.25    3.96
53897  114.38   36.38    69.7   -1.90    4.60
53898  114.37   36.12    75.5   -0.84    3.89
53899  114.97   36.48    48.5   -2.31    3.57
53903  105.72   35.97  1916.5   -8.20    1.11
53906  105.72   35.52  1652.8   -5.31    1.72
53908  105.23   35.22  1768.2   -5.85    2.22
53910  106.20   35.67  2840.3   -8.39   -3.27
53913  106.63   35.85  1478.8   -6.35    1.50
53914  106.12   35.62  2078.6   -6.78    0.27
53915  106.67   35.55  1346.6   -3.67    3.09
53916  106.32   35.50  1948.6   -5.25    1.19
53917  106.05   35.22  1615.1   -4.75    2.46
53923  107.63   35.73  1421.9   -2.33    1.42
53924  107.40   35.15  1375.6   -3.63    5.38
53925  107.18   35.68  1172.0   -3.73    3.48
53926  107.35   35.33  1028.8   -3.48    3.98
